Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Deposits,Country,Occurences,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Total Deaths,Total Missing,Total Missing Description,Total Injuries,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Damaged
1848,10,15,14,10,,1,3,7.9,0,New Zealand,86,COOK STRAIT,-41.9,173.6,0.3,3,-1,0.5,,,,,,1,,
1848,10,17,4,10,,-1,1,6,0,New Zealand,86,COOK STRAIT,,,,1,,0.5,,,,,,,,
1848,10,18,17,33,,-1,1,6,0,New Zealand,86,WELLINGTON,,,,4,,,3,,,,,,,
1849,1,25,5,10,,3,1,7.5,0,United States of America,283,"GUAM, MARIANA ISLANDS",14,143.3,6.1,7,1,2,,,,,,3,,
1849,9,28,9,,,4,1,,0,Russia,90,KAMCHATKA,55,166,,4,,,,,,,,1,,
1849,11,17,10,10,,4,1,7.5,0,Chile,151,CENTRAL CHILE,-29.95,-71.37,5,3,2.3,2.5,,,,,,1,,
1850,1,21,,,,2,0,,0,Italy,91,LIVORNO,,,,0,,,,,,,,,,
1850,5,16,,,,2,0,,0,Italy,91,LIVORNO,,,,1,,,,,,,,,,
1850,7,20,,,,1,8,,0,Japan,225,SANRIKU,39.5,142,2,0,1,0,,,,,,,,
1850,10,20,,,,2,1,,0,Italy,91,LIVORNO,,,,1,,,,,,,,,,
1850,,,,,,1,6,,0,Northwest Pacific Ocean,2,PHILIPPINE SEA,20.6,134.8,,0,,,,,,,,,,
1851,2,28,15,,,2,1,7.2,0,Greece,113,DODECANESE ISLANDS,36.5,28.7,,0,,,,,,,,,,
1851,2,28,,,,3,1,7.2,0,Turkey,25,"FETIYE, ASIA MINOR",35.5,28.7,0.9,1,-0.1,3,,,,,,,,
1851,4,2,10,48,,-1,1,7.1,0,Chile,151,CENTRAL CHILE,,,,0,,,,,,,,3,,
1851,4,3,,,,3,1,,0,Turkey,25,ASIA MINOR,,,,1,,3,,,,,,,,
1851,5,4,,,,3,0,,0,Indonesia,228,LAMPUNG BAY,-5,105,1.5,1,3.9,1.5,,,,,,,,
1851,5,15,16,10,,1,1,,0,United States of America,283,N. CALIFORNIA,37.8,-122.4,,2,,,,,,,,,,
1851,5,23,,,,2,0,,0,Greece,113,KHALKI ISLET,,,,0,,2,,,,,,,,
1851,5,26,18,14,,2,1,7.2,0,Chile,151,NORTHERN CHILE,-27.35,-70.35,3,2,1.6,2,,,,,,3,,
1851,7,28,18,33,,1,1,4.1,0,Italy,91,LIGURIAN SEA,43.75,10.3,,1,,2,,,,,,,,
1851,10,12,6,,,2,1,6.6,0,Albania,10,ALBANIAN COASTS,40.5,19.7,0.66,1,-0.1,3,2000,,,,,4,,
1851,11,13,2,51,,1,1,,0,United States of America,283,"SAN FRANCISCO BAY, N. CALIFORNIA",,,,1,,,,,,,,,,
1851,12,16,,,,1,0,,0,Italy,91,LIVORNO,,,,0,,,,,,,,,,
1852,1,9,,,,3,1,6.5,0,Indonesia,228,JAVA,-6.5,105.5,,1,,0.5,,,,,,1,,
1852,2,2,7,30,,2,6,,0,Italy,91,LIVORNO,,,,0,,3,,,,,,,,
1852,5,12,2,,,2,1,,0,Turkey,25,ASIA MINOR,,,,1,,3,,,,,,,,
1852,6,26,7,15,,2,1,,0,Italy,91,LIVORNO,,,,0,,,,,,,,,,
1852,7,17,,,,2,2,,0,Cuba,5,SANTIAGO DE CUBA,20,-75.8,,1,,,,,,,,2,,
1852,9,8,22,30,,3,1,,0,Turkey,25,ASIA MINOR,,,,0,,3,,,,,,,,
1852,9,16,10,30,,2,1,7.5,0,Philippines,79,W. LUZON ISLAND,14,120.5,,1,,1.5,3,,,1,,3,,
1852,11,10,,,,-1,1,,0,Indonesia,228,BANDA SEA,,,,0,,,,,,,,,,
1852,11,10,,,,2,1,,0,Italy,91,LIVORNO - LIGURIAN SEA,,,,0,,,,,,,,,,
1852,11,11,0,0,,1,1,6.8,0,Indonesia,228,"SIBOLGA, SUMATRA",1.5,98,,3,,0,,,,,,,,
1852,11,16,,,,-1,1,,0,Indonesia,228,BANDA SEA,,,,0,,,,,,,,,,
1852,11,19,,,,1,1,,0,Indonesia,228,"AMBON ISLAND, BANDA SEA",-3.7,128.2,,1,,0,,,,,,,,
1852,11,23,,,,-1,1,,0,Indonesia,228,BANDA SEA,,,,0,,,,,,,,,,
1852,11,25,7,9,,1,1,,0,United States of America,283,"SAN FRANCISCO, N. CALIFORNIA",,,,1,,,,,,,,,,
1852,11,25,22,40,,4,1,8.3,0,Indonesia,228,BANDA SEA,-5.25,129.75,8,22,3,2.5,60,,,,,3,,
1852,11,27,,,,1,1,,0,Peru,53,PERU,-12.1,-77.1,,0,,,,,,,,,,
1852,11,29,,,,3,1,7,0,Mexico,59,N. MEXICO,32.5,-115.5,3,1,,1,,,,,,,,
1852,12,4,,,,2,1,7,0,Mexico,59,S. MEXICO,17,-100,,1,,0,1,,,,,3,,
1852,12,24,,,,1,1,7,0,Indonesia,228,BANDANEIRA,-5,130.5,,7,,2,,,,,,1,,
1852,12,31,,,,2,0,,0,Australia,21,TASMANIA,,,1.2,2,,,,,,,,,,
1853,4,8,17,50,,2,1,,0,Italy,91,TYRRHENIAN SEA -SALERNO,,,,0,,,,,,,,,,
1853,7,15,,,,4,1,6.7,0,Venezuela,20,CUMANA,10.5,-64.2,5,4,,,1000,,,,,3,,
1853,8,18,8,30,,3,1,,0,Greece,113,CENTRAL GREECE (EVOIKOS GULF),38.25,23.5,,1,,3,17,,,,,2,,
1853,10,3,,,,2,1,,0,Japan,225,OKINAWA ISLAND,26.2,127.6,,1,,1,,,,,,,,
1853,10,29,,,,1,6,,0,Taiwan,21,E. TAIWAN-RYUnited KingdomYU ISLANDS,24,121.83,,0,,,,,,,,,,
1853,11,,,,,1,1,,0,Russia,90,S. KURIL ISLANDS,47,152,,2,2,2,,,,,,,,
1853,12,11,16,15,,2,1,,0,Montenegro,3,DALMATIA - ADRIATIC SEA,,,1,1,,3,,,,,,,,
1853,12,24,,,,1,1,,1,Tonga,19,TONGATAPU ISLAND,-21.167,-175.167,,2,,,,,,,,,,
1853,,,,,,4,8,,0,United States of America,283,"LITUYA BAY, AK",58.63,-137.57,120,1,4.3,4,,,,,,,,
1854,1,4,,,,2,1,6,0,Indonesia,228,BANDA SEA,-3.5,128.6,,1,,0,,,,,,,,
1854,1,15,,,,1,6,,0,Northwest Pacific Ocean,2,PHILIPPINE SEA,20.9,134.8,,0,,,,,,,,,,
1854,1,27,18,10,,3,3,,0,United States of America,283,"KODIAK ISLAND, AK",57,-152,2.4,2,,0.5,,,,,,,,
1854,2,29,,,,1,0,,0,France,8,LIGURIAN SEA,,,,0,,,,,,,,,,
1854,5,31,12,59,,1,3,,0,United States of America,283,S. CALIFORNIA,34.4,-119.7,,1,,0,,,,,,,,
1854,6,27,,,,-1,1,7,0,Russia,90,N. KURIL ISLANDS,51,158,,0,,2,,,,,,,,
1854,7,9,,,,4,6,,0,Russia,90,N. KURIL ISLANDS,50.9,155.5,,0,,,,,,,,,,
1854,7,24,,,,2,0,,0,United States of America,283,S. CALIFORNIA,,,0.1,1,-1.7,-2,,,,,,,,
1854,8,4,,,,2,1,7.2,0,Costa Rica,13,COSTA RICA-PANAMA,8.5,-83,,0,,1.5,,,,,,,,
1854,8,7,,,,2,3,7.2,0,Costa Rica,13,COSTA RICA-PANAMA,8.5,-83,,1,,1.5,,,,,,3,,
1854,8,18,,,,2,0,,0,United States of America,283,S. CALIFORNIA,,,0.03,1,,,,,,,,,,
1854,9,27,,,,3,1,,0,Indonesia,228,N. MOLUCCAS ISLANDS,0.8,127.4,,1,,0.5,,,,,,,,
1854,10,4,18,19,,3,0,,0,United States of America,283,N. CALIFORNIA,,,0.03,1,,,,,,,,,,
1854,10,22,3,35,,2,1,,0,United States of America,283,N. CALIFORNIA,37.8,-122.4,,1,,0,,,,,,,,
1854,11,1,,,,-1,0,,0,United States of America,283,N. CALIFORNIA,,,,1,,,,,,,,,,
1854,11,10,,,,-1,0,,0,United States of America,283,N. CALIFORNIA,,,,0,,,,,,,,,,
1854,12,1,,,,-1,0,,0,United States of America,283,N. CALIFORNIA,,,,0,,,,,,,,,,
1854,12,4,,,,1,0,,0,Mexico,59,S. MEXICO,16.8,-99.2,,0,,,,,,,,,,
1854,12,23,0,0,,4,1,8.3,1,Japan,225,ENSHUNADA SEA,34,137.9,21,72,4,3,1000,,,,,4,8900,
1854,12,24,8,0,,4,1,8.4,0,Japan,225,NANKAIDO,33.1,135,28,81,4,2.5,3000,,,,,4,20000,
1854,12,29,2,45,,2,1,,0,France,8,LIGURIAN SEA,43.8,7.9,,2,,,,,,,,2,,
1855,1,23,9,,,3,1,8,3,New Zealand,86,NORTHERN ISLAND,-41.25,175,11,29,3.2,3,,,,,,3,,
1855,2,3,,,,4,1,,0,New Zealand,86,WHARANUI,-41.93,174.09,,1,,,,,,,,,,
1855,2,11,12,0,,2,3,5.5,0,New Zealand,86,,-39.2,177.6,,1,,,,,,,,,,
1855,2,13,,,,2,1,,0,Turkey,25,ASIA MINOR,,,,0,,3,,,,,,,,
1855,2,17,,,,2,0,,0,Portugal,16,AZORES,,,10,1,1.6,,,,,,,,,
1855,3,20,0,30,,1,1,6,0,United States of America,283,N. CALIFORNIA,40.75,-124.2,,1,,0,,,,,,,,
1855,4,14,,,,3,0,,0,Indonesia,228,FLORES ISLAND,-9,121,,1,,1,,,,,,1,,
1855,5,18,14,,,2,0,,0,France,8,LIGURIAN SEA  - NICE,,,,1,,3,,,,,,,,
1855,7,11,4,15,,3,3,6,0,United States of America,283,S. CALIFORNIA,34.1,-118.1,,1,,0,,,,,,2,1,26
1855,8,11,9,15,,1,1,,0,Chile,151,CENTRAL CHILE,-33,-71.7,,0,,0,,,,,,,,
1855,9,25,,,,1,1,,0,Honduras,5,TRUJILLO,15.91,-85.96,,1,,,,,,,,3,,
1855,10,22,3,45,,1,1,,0,United States of America,283,N. CALIFORNIA,37.8,-122.4,,1,,0,,,,,,,,
1855,11,7,,,,4,1,7,0,Japan,225,ENSHUNADA,34.5,137.6,3,6,1,,,,,,,1,,
1855,11,11,,,,4,1,7,0,Japan,225,TOKAIDO,35.65,139.8,,2,,,6757,,,,,4,50000,
1855,12,3,,,,1,1,7,0,Japan,225,NANKAIDO,32.5,134.5,,0,,,,,,,,,,
1855,,,,,,0,1,4.8,0,China,23,SICHUAN PROVINCE,29.2,108.1,3,1,,,,,,,,,,
1856,1,6,,,,1,0,,0,Portugal,16,AZORES,,,10,0,,,,,,,,1,,
1856,2,15,13,25,,3,3,5.5,0,United States of America,283,N. CALIFORNIA,37.5,-122.3,0.6,1,,-1,,,,,,1,,
1856,3,2,,,,4,6,,1,Indonesia,228,SANGIHE ISLAND,3.67,125.5,,2,1,1,2806,,,,,3,,
1856,3,,,,,3,0,,0,New Zealand,86,"S CANTERBURY PROVINCE, SOUTH ISLAND",-44,172,1,2,,0.5,,,,,,,,
1856,7,25,,,,2,1,,0,Indonesia,228,JAVA-FLORES SEA,-8.5,116,,1,,0,,,,,,,,
1856,7,26,,,,1,6,,0,United States of America,283,"UNIMAK ISLAND, AK",54.6,-165,,1,,,,,,,,,,
1856,8,4,,,,4,3,7.5,1,Honduras,5,BAY OF HONDURAS,16,-88,5,5,,,,,,,,3,,
1856,8,21,21,45,,3,1,,0,Algeria,12,SEA OF ALBORAN,37.1,5.7,3.75,5,,4,5,,,,,1,,
1856,8,22,11,40,,3,1,,0,Algeria,12,SEA OF ALBORAN,37.1,5.7,5,4,,4,8,,,,,2,,
1856,8,23,4,30,,4,1,8,1,Japan,225,SE. HOKKAIDO ISLAND,40.5,143.5,6,33,2.6,2,26,,,,,2,193,238
1856,9,,,,,2,9,,0,Japan,225,TOKYO BAY,35.6,139.7,,1,,0,,,,,,,,
1856,10,12,0,45,,2,1,8.3,0,Greece,113,CRETE,35.5,26,,1,,3,538,,,,,3,8000,
1856,11,13,,,,3,1,6.6,0,Greece,113,"CHIOS ISLAND, AEGEAN ISLANDS",38.5,26.25,,1,,3,,,,,,2,,
1857,1,6,,,,0,1,,0,Sudan,1,NILE RIVER,4.9,31.7,,0,,,,,,,,1,,
1857,4,17,,,,4,3,8,0,Papua New Guinea,75,BISMARCK SEA,-5.5,147,,5,,1.5,,,,,,2,,
1857,5,13,,,,4,1,7,0,Indonesia,228,BALI SEA,-8,115.5,3.4,4,1.6,2,36,,,,,2,,
1857,5,23,9,,,2,1,,0,Algeria,12,SEA OF ALBORAN,36.5,1.3,,1,,,,,,,,,,
1857,7,13,22,,,4,1,6.4,0,Japan,225,TOKAIDO,34.8,138.3,,1,,,,,,,,1,,
1857,9,17,22,,,0,1,,0,Turkey,25,MARMARA SEA,40.2,29,,1,,,,,,,,2,,
1857,11,17,,,,3,1,,0,Indonesia,228,"KEMA, SULAWESI I, N. MOLUCCAS IS",1.35,125.2,,2,,1.5,,,,,,2,,
1857,11,18,,,,2,1,,0,Indonesia,228,"KEMA, SULAWESI I, N. MOLUCCAS IS",1.35,125.2,,1,,0,,,,,,,,
1858,1,31,,,,2,0,,0,Australia,21,TASMAN SEA,,,,1,,,,,,,,,,
1858,2,21,9,2,,1,1,6.5,0,Greece,113,GULF OF CORINTH,37.9,22.9,,0,,,,,,,,,,
1858,4,24,11,15,,2,1,6.5,0,Chile,151,CENTRAL CHILE,-30,-71.4,,1,1,1,,,,,,,,
1858,6,5,,,,2,0,,0,United Kingdom,7,"DOVER STRAITS, ENGLAND",51.03,1.61,2.4,2,,,,,,,,,,
1858,8,6,,,,-1,9,,0,New Zealand,86,,,,,0,,,,,,,,,,
1858,9,15,,,,2,0,,0,New Zealand,86,SE. NEW ZEALAND,,,,0,,0.5,,,,,,,,
1858,9,,,,,1,1,,0,Japan,225,RYUnited KingdomYU ISLANDS,26.2,127.5,,1,,,,,,,,,,
1858,12,13,,,,2,1,7.3,0,Indonesia,228,N. MOLUCCAS ISLANDS,1,126,,9,2,1.5,,,,,,3,,
1859,6,28,,,,4,1,7,0,Indonesia,228,N. MOLUCCAS ISLANDS,1,126.5,10,4,3.2,3,,,,,,,,
1859,7,20,,,,3,1,,0,Indonesia,228,"LONTOR ISLAND, BANDA SEA",-4.6,129.9,,1,,0,,,,,,,,
1859,7,29,,,,4,1,7.3,0,Indonesia,228,N. MOLUCCAS ISLANDS,0.009,125.5,1,5,1,1.5,,,,,,2,,
1859,8,21,11,55,,1,1,6.9,0,Turkey,25,IMROZ - AEGEAN SEA,40.2,25.8,,1,,3,,,,,,2,,
1859,8,25,,,,3,1,6.2,0,El Salvador,8,EL SALVADOR,13.33,-87.81,,1,1,1.5,,,,,,1,,
1859,9,24,,,,2,0,,0,United States of America,283,"HALF MOON BAY, N. CALIFORNIA",,,4.6,1,2.2,0,,,,,,1,,
1859,9,25,,,,2,1,6.8,0,Indonesia,228,BANDA SEA,-5.5,130.5,,2,1,0.5,,,,,,,,
1859,10,5,12,0,,4,1,7.6,0,Chile,151,NORTHERN CHILE,-27.35,-70.35,6,1,2.5,2.5,10,,,,,2,339,
1859,10,11,,,,-1,1,,0,Chile,151,N. CENTRAL CHILE,,,,0,,,,,,,,,200,
1859,10,20,,,,2,1,,0,Indonesia,228,SOUTH OF JAVA,-9,111,,1,,1,2,,,,,1,,
1859,10,20,,,,1,0,,0,Greece,113,PIREAUS,,,,1,,2,,,,,,,,
1859,10,26,,,,-1,0,,0,Indonesia,228,N. MOLUCCAS ISLANDS,,,,0,,,,,,,,,,
1859,11,22,,,,2,1,,0,Australia,21,TASMANIA,-40.85,145.32,,1,,,,,,,,,,
1859,12,9,2,0,,3,1,7,0,El Salvador,8,EL SALVADOR,13.7,-89.8,,1,1,1.5,,,,,,3,,
1859,12,17,,,,2,1,,0,Indonesia,228,N. MOLUCCAS ISLANDS,0.9,124.9,,1,,0,,,,,,,,
1859,12,25,,,,3,0,,0,Indonesia,228,N. MOLUCCAS ISLANDS,1.37,125.1,,1,,1,,,,,,,,
1860,1,6,,,,2,1,,0,Spain,9,SEA OF ALBORAN,,,,0,,2,,,,,,,,
1860,3,17,,,,1,0,,0,Mexico,59,S. MEXICO,16.7,-99.2,,1,,,,,,,,,,
1860,4,8,,,,4,1,7.5,0,Haiti,6,ANSE-A-VEAU,18.52,-73.35,,4,,,,,,,,,,
1860,4,23,,,,3,1,,0,Peru,53,CENTRAL PERU,-12.1,-77.1,,1,,0,,,,,,3,,
1860,8,,,,,1,1,,0,Indonesia,228,SULAWESI-N. MOLUCCAS ISLANDS,1.3,121,,1,,0,,,,,,,,
1860,10,6,,,,3,1,,0,Indonesia,228,CERAM SEA,-1.25,128.5,,1,,0,,,,,,,,
1860,12,1,,,,2,0,,0,United States of America,283,HAWAII,,,3.6,4,1.8,1.5,,,,,,1,,
1861,2,16,,,,4,1,8.5,0,Indonesia,228,SW. SUMATRA,-1,97.5,7,17,,3,1105,,,,,2,,
1861,2,21,,,,0,1,,0,Indonesia,228,WANAIDJAS,,,,1,,,,,,,,,,
1861,3,9,,,,4,1,7,0,Indonesia,228,SW. SUMATRA,0.009,98,,4,,2,950,,,,,3,96,
1861,3,20,,,,-1,1,,0,Chile,151,SC. CHILE,,,,0,,,,,,,,,,
1861,3,,,,,2,0,,0,Indonesia,228,BANDA SEA,-3.7,128.2,1.8,1,,1,,,,,,1,,
1861,4,26,,,,4,1,7,0,Indonesia,228,SW. SUMATRA,1,97.5,,1,,1.5,,,,,,,,
1861,5,4,,,,-1,11,,0,United States of America,283,N. CALIFORNIA,,,,1,,,,,,,,,,
1861,5,5,,,,-1,11,,0,United States of America,283,N. CALIFORNIA,,,,1,,,,,,,,,,
1861,6,5,,,,2,0,,0,Indonesia,228,JAVA,-6.3,107.3,,2,1,1,,,,,,1,,
1861,6,17,,,,3,1,6.8,0,Indonesia,228,SW. SUMATRA,1,97.5,,1,,0.5,,,,,,,,
1861,9,25,,,,3,1,6.5,0,Indonesia,228,SW. SUMATRA,-1.5,100,,1,,1.5,,,,,,1,,
1861,10,20,17,30,,4,1,7.4,0,Japan,225,OFF MIYAGI,38.5,142,3.9,4,2,2,,,,,,2,70,
1861,12,26,,,,4,3,7.3,0,Greece,113,CORINTH GULF,38.2,22.2,2.1,6,1.1,4,,,,,,2,,
1862,1,1,8,45,,3,1,,0,Greece,113,IONIAN SEA,38.25,22.25,,0,,2,,,,,,1,,
1862,1,28,,,,2,9,,0,United States of America,283,HAWAII,,,,1,,1,,,,,,1,,
1862,3,4,9,30,,1,1,6,0,Philippines,79,W. LUZON ISLAND,14.5,121,,0,,0.5,,,,,,1,,
1862,3,18,,,,2,1,,0,France,8,LIGURIAN SEA,,,,1,,,,,,,,,,
1862,4,8,,,,-1,0,,0,Indonesia,228,"CHERIBON DISTRICT, JAVA",-6.7,108.57,2.1,1,1.1,,,,,,,,,
1862,5,27,20,0,,4,3,5.9,0,United States of America,283,S. CALIFORNIA,32.7,-117.2,1.2,1,0.3,,,,,,,,,
1862,7,10,,,,2,1,6.5,0,Ghana,3,GOLD COAST,7,0.4,,1,,,3,,,,,3,,
1862,11,24,,,,2,0,,0,Italy,91,GULF OF GENOVA,,,,0,,,,,,,,,,
1863,3,16,,,,1,1,,0,Indonesia,228,JAVA,-6.1,106.7,,1,,0,,,,,,,,
1863,4,22,20,30,,2,1,7.8,0,Greece,113,AEGEAN SEA,36.5,28,,0,,,300,,,,,3,2050,
1863,6,3,11,20,,2,1,6.5,0,Philippines,79,W. LUZON ISLAND,14.5,121,,1,1,1,400,,,2000,,4,1172,
1863,8,17,,,,2,1,7.5,0,Vanuatu,36,VANUATU ISLANDS,-19,168.5,,1,,1,,,,,,,,
1863,9,20,,,,3,1,6.4,0,Japan,225,NW. HOKKAIDO ISLAND,44.6,141.5,,1,,0,,,,,,,,
1863,,,,,,1,0,,0,Canada,25,NEWFOUNDLAND,,,,0,,,,,,,,,,
1864,2,16,,,,-1,1,,0,Indonesia,228,SW. SUMATRA,,,,0,,,,,,,,,,
1864,5,19,,,,1,1,,0,Haiti,6,JACMEL,18.2,-72.53,,0,,,,,,,,2,,
1864,5,23,,,,3,1,7.8,0,Indonesia,228,NW. IRIAN JAYA,-1,135,3,2,3.6,1.5,250,,,,,3,,
1864,6,27,22,30,,3,1,,0,Canada,25,"SW AVALON PENINSULA, NEWFOUNDLAND",46.5,-53.7,,1,,,,,,,,,,
1865,1,8,,,,3,1,,0,Peru,53,CENTRAL PERU,-12,-77.1,2,1,1,1.5,5,,,,,1,,
1865,3,1,,,,2,1,,0,Peru,53,CALLAO,,,,1,,0.5,,,,,,,,
1865,3,1,,,,1,0,,0,Japan,225,RYUnited KingdomYU ISLANDS,26.2,127.5,,1,,0.5,,,,,,,,
1865,7,16,3,0,0,1,1,,0,United States of America,283,"UNALASKA ISLAND, AK",54,-167,,1,,,,,,,,,,
1865,10,4,,,,-1,0,,0,United States of America,283,"SAN FRANCISCO, CA",37,-122,,1,,,,,,,,,,
1865,10,8,20,46,,3,3,6.3,0,United States of America,283,N. CALIFORNIA,37.2,-121.9,,1,,0.5,,,,,0.5,1,,
1865,10,13,,,,-1,0,,0,Philippines,79,SULU SEA,,,,0,,,,,,,,,,
1865,10,19,,,,2,1,6,0,Philippines,79,PHILIPPINES,13.25,123.5,,1,,0,,,,,,2,223,
1865,11,18,,,,4,1,8,0,Tonga,19,TONGA ISLANDS,-19.5,-173.5,1.25,4,,3,,,,,,1,20,
1865,11,28,,,,1,0,,0,Peru,53,CENTRAL PERU,-12.08,-77,,1,,1,,,,,,1,,
1866,1,2,,,,3,1,6.6,0,Albania,10,ALBANIAN COASTS,40.3,19.4,,1,,4,60,,,,,,,
1866,1,6,,,,3,0,,0,Albania,10,ALBANIAN COASTS,,,,0,,3,,,,,,,,
1866,1,19,,,,2,1,6.8,0,Greece,113,"CHIOS ISLAND, AEGEAN ISLANDS",38.25,26.2,,0,,3,,,,,,,,
1866,1,31,,,,1,4,6.1,0,Greece,113,THERA ISLAND (SANTORINI),36.4,25.3,,1,,,,,,,,2,52,
1866,2,2,,,,2,1,6.4,0,Greece,113,"E. SPORADES ISLANDS, AEGEAN ISLANDS",38.4,26,,0,,3,,,,,,1,,
1866,2,6,,,,3,1,6.8,0,Greece,113,"S. COASTS PELOPONNESUS, GREECE",36,23,8.6,1,,4,,,,,,3,,
1866,3,2,15,30,,2,1,6.3,0,Albania,10,ALBANIAN COASTS,40.4,19.5,,1,,3,60,,,,,1,12,
1866,3,6,,,,3,1,6.3,0,Albania,10,BAY OF VLORE,40.4,19.4,,2,,4,,,,,,,,
1866,3,13,,,,2,1,5.5,0,Albania,10,ALBANIAN COASTS,40.5,19.5,,0,,3,,,,,,,,
1866,8,9,,,,1,0,,0,Australia,21,SYDNEY HARBOR,-33.8,151.3,,0,,-1,,,,,,,,
1866,8,15,,,,1,0,,0,Australia,21,SYDNEY HARBOR,-33.8,151.3,,0,,-1,,,,,,,,
1866,9,5,13,0,0,2,1,,0,United States of America,283,"KODIAK ISLAND, AK",58,-152,,1,,,,,,,,,,
1866,9,12,,,,1,6,,0,United States of America,283,"MANUA ISLANDS, AMERICAN SAMOA",-14.214,-169.59,,1,,,,,,,,,,
1866,10,,,,,1,1,,0,Greece,113,MIRTOON SEA,,,,0,,,,,,,,,,
1866,12,20,,,,-1,9,,0,United States of America,283,"PORT TOWNSEND, WA",,,,1,,,,,,,,,,
1867,2,4,,,,3,1,7.4,0,Greece,113,IONIAN SEA,38.39,20.52,,0,,2,,,,,,,,
1867,3,7,,,,3,1,7,0,Greece,113,LESBOS,39.2,26.4,,1,,2,563,,3,,,3,5915,5500
1867,3,15,18,,,0,1,,0,Italy,91,LAKE MAGGIORE,46,8.7,,0,,,16,,,,,1,7,
1867,4,10,,,,2,0,,0,Greece,113,LIXOURI,,,,0,,2,,,,,,,,
1867,5,7,10,,,4,1,,0,Norway,24,WESTERN NORWAY,58.667,6.167,,0,,3,,,,,,,,
1867,6,10,,,,1,1,,0,Indonesia,228,JAVA,-7.8,110.4,,0,,,5,,,,,3,372,
1867,8,5,,,,1,0,,0,Australia,21,SYDNEY HARBOR,-33.8,151.3,,0,,-1,,,,,,,,
1867,9,20,3,15,,4,1,7.1,0,Greece,113,"PELOPONNESUS, GREECE",36.4,22.2,6,24,,4,,,,,,2,,
1867,9,,,,,1,1,7.5,0,Venezuela,20,ISLA DE MARGARITA,10.9,-64.1,,2,,,,,,,,,,
1867,10,4,,,,2,1,,0,Greece,113,IONIAN SEA,,,,0,,,,,,,,,,
1867,11,18,18,45,,4,1,7.5,3,United States of America,283,VIRGIN ISLANDS,18.1,-65.1,15.2,61,2.3,,24,,,,,4,,
1867,11,19,21,,,1,0,,0,Greece,113,AEGEAN SEA,,,,0,,,,,,,,,,
1867,12,18,,,,4,1,7,1,Taiwan,21,E. CHINA SEA,25.34,121.91,15,12,2,2,580,,,,,2,,
1868,3,17,11,37,0,3,1,,0,United States of America,283,VIRGIN ISLANDS,18.1,-65.1,1.5,6,-0.7,,,,,,,,,
1868,4,3,2,24,,4,1,7.9,1,United States of America,283,HAWAII,19,-155.5,13.7,28,4.3,3.5,77,,,,,2,,
1868,4,4,,,,-1,0,,0,United States of America,283,HAWAII,,,,0,,,,,,,,,,
1868,4,10,,,,-1,0,,0,United States of America,283,HAWAII,,,,0,,,,,,,,,,
1868,4,20,,,,-1,0,,0,United States of America,283,HAWAII,,,,0,,,,,,,,,,
1868,4,23,,,,1,0,,0,United Kingdom,7,SW ENGLAND,,,,0,,,,,,,,,,
1868,5,15,,,,2,1,,0,United States of America,283,"SHUMAGIN ISLANDS, AK",55,-161,6.1,1,,2.5,,,,,,,,
1868,5,22,,,,3,1,,0,Italy,91,LAKE GARDA,45.7,10.7,,0,,,,,,,,,,
1868,5,25,,,,2,1,,0,Mexico,59,S. MEXICO,16.8,-99.2,,1,,,,,,,,,,
1868,6,13,,,,-1,0,,0,United States of America,283,S. CALIFORNIA,,,,1,,,,,,,,,,
1868,8,11,,,,-1,0,,0,Peru,53,PERU-NORTHERN CHILE,,,,0,,,,,,,,,,
1868,8,12,,,,3,1,,0,Mexico,59,S. MEXICO,16.8,-99.9,,1,,,,,,,,,,
1868,8,13,21,30,,4,1,8.5,1,Chile,151,NORTHERN CHILE,-18.6,-71,18,123,4.2,3.5,25000,,,,300,4,,
1868,8,13,,,,2,1,8.5,0,Venezuela,20,RIO CARIBE,10.7,-63.1,,3,,,,,,,,,,
1868,8,14,1,30,,4,1,8.5,0,Chile,151,NORTHERN CHILE,-18.6,-71,0.17,1,,,,,,,,,,
1868,8,19,,,,3,0,,0,India,15,ANDAMAN ISLANDS,11.67,92.73,4,1,2,,,,,,,2,,
1868,9,5,2,,,2,4,,0,Italy,91,CALABRIAN ARC,37.6,15.133,,0,,,,,,,,,,
1868,9,14,,,,2,1,,0,Chile,151,CENTRAL CHILE,-36.7,-73.2,1,1,,0.5,,,,,,,,
1868,10,2,7,30,,2,0,,0,United States of America,283,HAWAII,,,6.1,1,3.2,,,,,,,,,
1868,10,2,,,,2,1,,0,Peru,53,S. PERU,-17,-72.5,,1,,0.5,,,,,,1,,
1868,10,16,,,,2,1,,0,Chile,151,CENTRAL CHILE,-33.1,-71.7,1,1,,0.5,,,,,,,,
1868,10,18,12,35,,4,1,7.6,0,New Zealand,86,NEW ZEALAND,-40.2,173,3,5,,,,,,,,,,
1868,10,21,15,53,,3,3,6.8,0,United States of America,283,N. CALIFORNIA,37.7,-122.1,4.5,4,2.2,0.5,30,,,,0.35,1,,
1869,1,4,1,30,,1,0,,0,New Zealand,86,NORTH ISLAND,-39.05,174.07,,0,,,,,,,,,,
